id,user_text,recommendation_title,recommendation_text,category,priority
391,"활동량이 너무 적어요 그리고 하루 대부분을 앉아서 보냄, 운동 빈도가 매우 낮음.",작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,운동,중
392,자주 깜빡해요 요즘 가끔 같은 질문을 반복하게 됨 편이고 최근 일이 잘 기억나지 않아 걱정됨도 함께 느껴집니다.,인지 자극 활동,"단어 연상, 숫자 기억하기, 독서, 퍼즐처럼 가벼운 인지 자극 활동을 시작해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.",인지활동,상
393,기억력 훈련을 해보고 싶어요 독서나 퍼즐 같은 활동을 거의 하지 않음.,두뇌 활동 시간 확보,매일 일정한 시간에 뇌를 쓰는 활동을 정해 습관처럼 이어가보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,인지활동,중
394,최근에 깜빡하는 일이 늘었어요 최근 일이 잘 기억나지 않아 걱정됨.,전문 상담 고려,깜빡하는 일이 잦아지고 일상생활에 불편이 생기면 전문 상담을 받아보는 것이 좋습니다. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,상담,상
395,"요즘 같은 말을 반복하게 돼요 그리고 최근 일이 잘 기억나지 않아 걱정됨, 가끔 같은 질문을 반복하게 됨.",기억력 관찰 일지,최근 기억력 변화를 간단한 메모나 일기로 기록해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,인지관찰,상
396,끼니 시간이 너무 불규칙해요 요즘 식사 시간이 불규칙함 편이고 인스턴트 섭취가 잦음도 함께 느껴집니다.,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",식습관,중
397,"인스턴트 음식을 자주 먹어요 그리고 인스턴트 섭취가 잦음, 식사 시간이 불규칙함.",식사 시간 고정,하루 세 끼 식사 시간을 일정하게 맞추는 것부터 시작해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,식습관,상
398,머리가 둔해진 느낌이에요 요즘 새로운 자극이 줄어듦 편이고 집중력이 예전보다 떨어짐도 함께 느껴집니다.,새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,인지활동,중
399,"요즘 잠이 얕아진 것 같아요 그리고 자주 깨서 수면의 질이 낮음, 평균 수면 시간이 짧음.",수면 습관 회복,잠드는 시간과 기상 시간을 일정하게 맞추는 것부터 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,상
400,독서나 퍼즐을 잘 안 하게 돼요 요즘 집중력이 예전보다 떨어짐 편이고 독서나 퍼즐 같은 활동을 거의 하지 않음도 함께 느껴집니다.,인지 자극 루틴,"독서, 퍼즐, 끝말잇기, 숫자 기억하기 같은 활동을 하루 10분씩 실천해보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",인지활동,상
401,수면 시간이 너무 짧아요 평균 수면 시간이 짧음.,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,중
402,가족이나 친구와 연락이 뜸해요,소규모 모임 참여,취미 모임이나 지역 커뮤니티처럼 작은 모임부터 참여를 시도해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,사회활동,중
403,사람들과 어울리는 게 줄었어요 요즘 가족이나 친구와 대화 빈도가 적음 편이고 외출이 드문 편임도 함께 느껴집니다.,가벼운 외출 계획,"산책, 카페 방문, 근처 장보기처럼 부담이 적은 외출부터 시작해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",사회활동,중
404,체력이 너무 떨어진 것 같아요,가벼운 스트레칭,아침과 저녁에 10분 정도 전신 스트레칭을 실천해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,운동,중
405,부모님이 자주 잊어버리셔서 걱정돼요 가끔 같은 질문을 반복하게 됨.,기억력 관찰 일지,최근 기억력 변화를 간단한 메모나 일기로 기록해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,인지관찰,상
406,아침에 일어나도 피곤해요,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,중
407,몸을 좀 움직여야 할 것 같아요,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,운동,중
408,"대화할 사람이 거의 없어요 그리고 사회적 교류가 부족함, 외출이 드문 편임.",사회적 교류 늘리기,가족이나 친구와 주 2회 이상 짧게라도 대화할 시간을 만들어보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,사회활동,상
409,규칙적인 운동을 시작하고 싶어요 요즘 하루 대부분을 앉아서 보냄 편이고 운동 빈도가 매우 낮음도 함께 느껴집니다.,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,운동,중
410,감정 기복이 심한 것 같아요,스트레스 기록하기,하루 중 스트레스가 높아지는 상황을 적어보고 줄일 수 있는 방법을 찾아보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,정서,중
411,"요즘 잠이 얕아진 것 같아요 그리고 아침 피로가 큼, 자주 깨서 수면의 질이 낮음.",수면 습관 회복,잠드는 시간과 기상 시간을 일정하게 맞추는 것부터 시작해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,수면,상
412,사람 만나는 게 귀찮아요 요즘 가족이나 친구와 대화 빈도가 적음 편이고 사회적 교류가 부족함도 함께 느껴집니다.,가벼운 외출 계획,"산책, 카페 방문, 근처 장보기처럼 부담이 적은 외출부터 시작해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",사회활동,중
413,입맛이 없어서 식사를 자주 빼먹어요 요즘 수분 섭취가 부족함 편이고 인스턴트 섭취가 잦음도 함께 느껴집니다.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",식습관,상
414,대화할 사람이 거의 없어요,가벼운 외출 계획,"산책, 카페 방문, 근처 장보기처럼 부담이 적은 외출부터 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",사회활동,중
415,"운동을 꾸준히 못 하고 있어요 그리고 운동 빈도가 매우 낮음, 하루 대부분을 앉아서 보냄.",걷기 루틴 시작,하루 20분 산책부터 시작해 신체활동을 조금씩 늘려보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,운동,상
416,"독서나 퍼즐을 잘 안 하게 돼요 그리고 독서나 퍼즐 같은 활동을 거의 하지 않음, 집중력이 예전보다 떨어짐.",새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,인지활동,중
417,영양이 불균형한 것 같아요,식사 시간 고정,하루 세 끼 식사 시간을 일정하게 맞추는 것부터 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,식습관,상
418,"요즘 사소한 일에도 불안해요 그리고 스트레스 수준이 높은 편임, 기분이 자주 가라앉음.",스트레스 기록하기,하루 중 스트레스가 높아지는 상황을 적어보고 줄일 수 있는 방법을 찾아보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,정서,중
419,체력이 너무 떨어진 것 같아요,가벼운 스트레칭,아침과 저녁에 10분 정도 전신 스트레칭을 실천해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,운동,중
420,수면 패턴이 너무 불규칙해요 자주 깨서 수면의 질이 낮음.,수면 습관 회복,잠드는 시간과 기상 시간을 일정하게 맞추는 것부터 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,상
421,가족이나 친구와 연락이 뜸해요 요즘 외출이 드문 편임 편이고 가족이나 친구와 대화 빈도가 적음도 함께 느껴집니다.,소규모 모임 참여,취미 모임이나 지역 커뮤니티처럼 작은 모임부터 참여를 시도해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,사회활동,중
422,요즘 잠이 얕아진 것 같아요 자주 깨서 수면의 질이 낮음.,수면 습관 회복,잠드는 시간과 기상 시간을 일정하게 맞추는 것부터 시작해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,수면,상
423,과식을 자주 해요 인스턴트 섭취가 잦음.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",식습관,상
424,방금 하려던 일을 자꾸 잊어버려요,인지 자극 활동,"단어 연상, 숫자 기억하기, 독서, 퍼즐처럼 가벼운 인지 자극 활동을 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",인지활동,상
425,"건강하게 식사하는 습관을 만들고 싶어요 그리고 인스턴트 섭취가 잦음, 수분 섭취가 부족함.",간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",식습관,중
426,뇌를 좀 더 쓰는 활동이 필요할까요? 독서나 퍼즐 같은 활동을 거의 하지 않음.,두뇌 활동 시간 확보,매일 일정한 시간에 뇌를 쓰는 활동을 정해 습관처럼 이어가보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,인지활동,중
427,가족이나 친구와 연락이 뜸해요 요즘 사회적 교류가 부족함 편이고 가족이나 친구와 대화 빈도가 적음도 함께 느껴집니다.,사회적 교류 늘리기,가족이나 친구와 주 2회 이상 짧게라도 대화할 시간을 만들어보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,사회활동,상
428,"영양이 불균형한 것 같아요 그리고 수분 섭취가 부족함, 인스턴트 섭취가 잦음.",간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",식습관,중
429,인스턴트 음식을 자주 먹어요,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",식습관,중
430,머리가 둔해진 느낌이에요,인지 자극 루틴,"독서, 퍼즐, 끝말잇기, 숫자 기억하기 같은 활동을 하루 10분씩 실천해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",인지활동,상
431,입맛이 없어서 식사를 자주 빼먹어요 식사 시간이 불규칙함.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.",식습관,상
432,아침에 일어나도 피곤해요,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,중
433,외출 빈도가 너무 적어요 요즘 사회적 교류가 부족함 편이고 외출이 드문 편임도 함께 느껴집니다.,소규모 모임 참여,취미 모임이나 지역 커뮤니티처럼 작은 모임부터 참여를 시도해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,사회활동,중
434,머리가 둔해진 느낌이에요,새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,인지활동,중
435,운동을 시작하고 싶은데 의지가 안 나요 요즘 운동 빈도가 매우 낮음 편이고 하루 대부분을 앉아서 보냄도 함께 느껴집니다.,걷기 루틴 시작,하루 20분 산책부터 시작해 신체활동을 조금씩 늘려보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,운동,상
436,스트레스를 어떻게 줄여야 할지 모르겠어요,정서 회복 루틴,"짧은 산책, 호흡 운동, 감사일기처럼 부담이 적은 감정 관리 루틴을 실천해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",정서,상
437,대화할 사람이 거의 없어요 사회적 교류가 부족함.,가벼운 외출 계획,"산책, 카페 방문, 근처 장보기처럼 부담이 적은 외출부터 시작해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.",사회활동,중
438,스트레스를 어떻게 줄여야 할지 모르겠어요,스트레스 기록하기,하루 중 스트레스가 높아지는 상황을 적어보고 줄일 수 있는 방법을 찾아보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,정서,중
439,수면 시간이 너무 짧아요,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,수면,중
440,인지훈련 게임이 도움이 될까요?,두뇌 활동 시간 확보,매일 일정한 시간에 뇌를 쓰는 활동을 정해 습관처럼 이어가보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,인지활동,중
441,운동을 꾸준히 못 하고 있어요,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,운동,중
442,"인지훈련 게임이 도움이 될까요? 그리고 새로운 자극이 줄어듦, 독서나 퍼즐 같은 활동을 거의 하지 않음.",인지 자극 루틴,"독서, 퍼즐, 끝말잇기, 숫자 기억하기 같은 활동을 하루 10분씩 실천해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",인지활동,상
443,식사를 자주 거릅니다 요즘 식사 시간이 불규칙함 편이고 인스턴트 섭취가 잦음도 함께 느껴집니다.,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",식습관,중
444,기억력 훈련을 해보고 싶어요 집중력이 예전보다 떨어짐.,새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,인지활동,중
445,영양이 불균형한 것 같아요 요즘 인스턴트 섭취가 잦음 편이고 수분 섭취가 부족함도 함께 느껴집니다.,식사 시간 고정,하루 세 끼 식사 시간을 일정하게 맞추는 것부터 시작해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,식습관,상
446,"수면 패턴이 너무 불규칙해요 그리고 평균 수면 시간이 짧음, 자주 깨서 수면의 질이 낮음.",저녁 루틴 정비,취침 전 스마트폰 사용과 카페인 섭취를 줄여 수면의 질을 높여보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,상
447,입맛이 없어서 식사를 자주 빼먹어요 식사 시간이 불규칙함.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",식습관,상
448,물도 잘 안 마셔요,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",식습관,중
449,마음이 답답하고 스트레스가 많아요 기분이 자주 가라앉음.,스트레스 기록하기,하루 중 스트레스가 높아지는 상황을 적어보고 줄일 수 있는 방법을 찾아보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,정서,중
450,최근 일이 잘 기억나지 않아요 물건 둔 곳을 자주 잊음.,전문 상담 고려,깜빡하는 일이 잦아지고 일상생활에 불편이 생기면 전문 상담을 받아보는 것이 좋습니다. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,상담,상
451,가볍게 할 수 있는 운동이 필요해요 운동 빈도가 매우 낮음.,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,운동,중
452,잠을 자도 개운하지 않아요 요즘 아침 피로가 큼 편이고 평균 수면 시간이 짧음도 함께 느껴집니다.,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,수면,중
453,운동 습관을 만들고 싶어요 체력 저하를 느낌.,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,운동,중
454,"요즘 잠이 얕아진 것 같아요 그리고 평균 수면 시간이 짧음, 자주 깨서 수면의 질이 낮음.",저녁 루틴 정비,취침 전 스마트폰 사용과 카페인 섭취를 줄여 수면의 질을 높여보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,수면,상
455,"요즘 같은 말을 반복하게 돼요 그리고 가끔 같은 질문을 반복하게 됨, 물건 둔 곳을 자주 잊음.",기억력 관찰 일지,최근 기억력 변화를 간단한 메모나 일기로 기록해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,인지관찰,상
456,"새로운 걸 배우는 일이 줄었어요 그리고 집중력이 예전보다 떨어짐, 독서나 퍼즐 같은 활동을 거의 하지 않음.",인지 자극 루틴,"독서, 퍼즐, 끝말잇기, 숫자 기억하기 같은 활동을 하루 10분씩 실천해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.",인지활동,상
457,산책부터 시작해도 될까요?,걷기 루틴 시작,하루 20분 산책부터 시작해 신체활동을 조금씩 늘려보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,운동,상
458,"끼니 시간이 너무 불규칙해요 그리고 수분 섭취가 부족함, 인스턴트 섭취가 잦음.",식사 시간 고정,하루 세 끼 식사 시간을 일정하게 맞추는 것부터 시작해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,식습관,상
459,기분이 자주 가라앉아요 요즘 기분이 자주 가라앉음 편이고 혼자 있는 시간이 많음도 함께 느껴집니다.,정서 회복 루틴,"짧은 산책, 호흡 운동, 감사일기처럼 부담이 적은 감정 관리 루틴을 실천해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",정서,상
460,수면 시간이 너무 짧아요 평균 수면 시간이 짧음.,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,수면,중
461,"인스턴트 음식을 자주 먹어요 그리고 수분 섭취가 부족함, 인스턴트 섭취가 잦음.",간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.",식습관,중
462,"규칙적인 운동을 시작하고 싶어요 그리고 체력 저하를 느낌, 운동 빈도가 매우 낮음.",작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,운동,중
463,독서나 퍼즐을 잘 안 하게 돼요 독서나 퍼즐 같은 활동을 거의 하지 않음.,새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,인지활동,중
464,물도 잘 안 마셔요 인스턴트 섭취가 잦음.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",식습관,상
465,영양이 불균형한 것 같아요,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.",식습관,상
466,과식을 자주 해요,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.",식습관,중
467,최근에 깜빡하는 일이 늘었어요 요즘 최근 일이 잘 기억나지 않아 걱정됨 편이고 물건 둔 곳을 자주 잊음도 함께 느껴집니다.,기억력 관찰 일지,최근 기억력 변화를 간단한 메모나 일기로 기록해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,인지관찰,상
468,자주 깨서 푹 못 자요,낮 시간 활동 늘리기,낮에 가벼운 산책과 햇빛 노출을 늘리면 수면 리듬 회복에 도움이 될 수 있습니다. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,수면,중
469,"우울한 기분이 오래가요 그리고 기분이 자주 가라앉음, 스트레스 수준이 높은 편임.",정서 회복 루틴,"짧은 산책, 호흡 운동, 감사일기처럼 부담이 적은 감정 관리 루틴을 실천해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.",정서,상
470,새로운 걸 배우는 일이 줄었어요 독서나 퍼즐 같은 활동을 거의 하지 않음.,두뇌 활동 시간 확보,매일 일정한 시간에 뇌를 쓰는 활동을 정해 습관처럼 이어가보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,인지활동,중
471,새로운 걸 배우는 일이 줄었어요 요즘 집중력이 예전보다 떨어짐 편이고 새로운 자극이 줄어듦도 함께 느껴집니다.,인지 자극 루틴,"독서, 퍼즐, 끝말잇기, 숫자 기억하기 같은 활동을 하루 10분씩 실천해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.",인지활동,상
472,집에만 있어서 답답해요,사회적 교류 늘리기,가족이나 친구와 주 2회 이상 짧게라도 대화할 시간을 만들어보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,사회활동,상
473,생각하는 활동을 더 해야 할 것 같아요,새로운 취미 시도,익숙하지 않은 새로운 취미를 배우며 뇌에 자극을 주세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,인지활동,중
474,혼자 있는 시간이 너무 많아요,사회적 교류 늘리기,가족이나 친구와 주 2회 이상 짧게라도 대화할 시간을 만들어보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,사회활동,상
475,아침에 일어나도 피곤해요 요즘 자주 깨서 수면의 질이 낮음 편이고 평균 수면 시간이 짧음도 함께 느껴집니다.,수면 습관 회복,잠드는 시간과 기상 시간을 일정하게 맞추는 것부터 시작해보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,수면,상
476,기억력이 예전보다 떨어진 것 같아요 요즘 최근 일이 잘 기억나지 않아 걱정됨 편이고 가끔 같은 질문을 반복하게 됨도 함께 느껴집니다.,전문 상담 고려,깜빡하는 일이 잦아지고 일상생활에 불편이 생기면 전문 상담을 받아보는 것이 좋습니다. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,상담,상
477,스트레스를 어떻게 줄여야 할지 모르겠어요 기분이 자주 가라앉음.,대화 시간 만들기,가족이나 친구와 짧게라도 정기적으로 대화할 시간을 정해보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.,사회활동,중
478,사람 만나는 게 귀찮아요 요즘 사회적 교류가 부족함 편이고 외출이 드문 편임도 함께 느껴집니다.,사회적 교류 늘리기,가족이나 친구와 주 2회 이상 짧게라도 대화할 시간을 만들어보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,사회활동,상
479,산책부터 시작해도 될까요? 운동 빈도가 매우 낮음.,가벼운 스트레칭,아침과 저녁에 10분 정도 전신 스트레칭을 실천해보세요. 일주일 단위로 실천 여부를 점검하면 꾸준함을 유지하는 데 도움이 됩니다.,운동,중
480,기억력이 예전보다 떨어진 것 같아요 가끔 같은 질문을 반복하게 됨.,전문 상담 고려,깜빡하는 일이 잦아지고 일상생활에 불편이 생기면 전문 상담을 받아보는 것이 좋습니다. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,상담,상
481,인스턴트 음식을 자주 먹어요 식사 시간이 불규칙함.,균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.",식습관,상
482,"영양이 불균형한 것 같아요 그리고 수분 섭취가 부족함, 인스턴트 섭취가 잦음.",균형 잡힌 식단,"채소, 단백질, 수분 섭취를 늘리고 가공식품 비중을 줄여보세요. 무리하지 않는 범위에서 천천히 습관을 만들어가는 것이 중요합니다.",식습관,상
483,산책부터 시작해도 될까요? 요즘 운동 빈도가 매우 낮음 편이고 하루 대부분을 앉아서 보냄도 함께 느껴집니다.,작은 목표 설정,하루 목표를 크게 잡기보다 일주일 단위의 작은 실천 목표를 세워보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,운동,중
484,끼니 시간이 너무 불규칙해요 인스턴트 섭취가 잦음.,간단한 건강 식단,"부담이 적은 샐러드, 계란, 두부, 생선, 견과류 같은 식품을 자주 활용해보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.",식습관,중
485,운동을 시작하고 싶은데 의지가 안 나요 요즘 운동 빈도가 매우 낮음 편이고 하루 대부분을 앉아서 보냄도 함께 느껴집니다.,가벼운 스트레칭,아침과 저녁에 10분 정도 전신 스트레칭을 실천해보세요. 한 번에 완벽하게 하려 하기보다 꾸준히 반복하는 것이 더 중요합니다.,운동,중
486,요즘 잠이 얕아진 것 같아요 요즘 아침 피로가 큼 편이고 자주 깨서 수면의 질이 낮음도 함께 느껴집니다.,저녁 루틴 정비,취침 전 스마트폰 사용과 카페인 섭취를 줄여 수면의 질을 높여보세요. 가족이나 주변 사람과 함께 실천하면 지속하기가 더 쉬워집니다.,수면,상
487,요즘 밥을 제대로 못 챙겨 먹어요,식사 시간 고정,하루 세 끼 식사 시간을 일정하게 맞추는 것부터 시작해보세요. 하루 목표를 너무 크게 잡지 말고 작은 실천부터 시작하세요.,식습관,상
